Datetime,Adj Close
2022-06-21 09:30:00-04:00,11597.384765625
2022-06-21 10:30:00-04:00,11609.6181640625
2022-06-21 11:30:00-04:00,11568.2275390625
2022-06-21 12:30:00-04:00,11579.2451171875
2022-06-21 13:30:00-04:00,11561.703125
2022-06-21 14:30:00-04:00,11575.9150390625
2022-06-21 15:30:00-04:00,11546.3310546875
2022-06-22 09:30:00-04:00,11670.310546875
2022-06-22 10:30:00-04:00,11643.1025390625
2022-06-22 11:30:00-04:00,11581.2099609375
2022-06-22 12:30:00-04:00,11629.9951171875
2022-06-22 13:30:00-04:00,11633.322265625
2022-06-22 14:30:00-04:00,11568.43359375
2022-06-22 15:30:00-04:00,11522.556640625
2022-06-23 09:30:00-04:00,11617.11328125
2022-06-23 10:30:00-04:00,11676.3173828125
2022-06-23 11:30:00-04:00,11601.0
2022-06-23 12:30:00-04:00,11543.3173828125
2022-06-23 13:30:00-04:00,11609.125
2022-06-23 14:30:00-04:00,11661.1103515625
2022-06-23 15:30:00-04:00,11697.2587890625
2022-06-24 09:30:00-04:00,12011.0224609375
2022-06-24 10:30:00-04:00,11969.5712890625
2022-06-24 11:30:00-04:00,11980.1826171875
2022-06-24 12:30:00-04:00,11987.173828125
2022-06-24 13:30:00-04:00,11995.45703125
2022-06-24 14:30:00-04:00,12019.388671875
2022-06-24 15:30:00-04:00,12111.392578125
2022-06-27 09:30:00-04:00,12011.4326171875
2022-06-27 10:30:00-04:00,12103.9736328125
2022-06-27 11:30:00-04:00,12023.93359375
2022-06-27 12:30:00-04:00,12040.45703125
2022-06-27 13:30:00-04:00,12011.451171875
2022-06-27 14:30:00-04:00,12012.5791015625
2022-06-27 15:30:00-04:00,11982.4599609375
2022-06-28 09:30:00-04:00,11983.1552734375
2022-06-28 10:30:00-04:00,11831.3525390625
2022-06-28 11:30:00-04:00,11773.36328125
2022-06-28 12:30:00-04:00,11740.3134765625
2022-06-28 13:30:00-04:00,11696.5
2022-06-28 14:30:00-04:00,11676.275390625
2022-06-28 15:30:00-04:00,11639.841796875
2022-06-29 09:30:00-04:00,11655.3642578125
2022-06-29 10:30:00-04:00,11639.3935546875
2022-06-29 11:30:00-04:00,11576.8701171875
2022-06-29 12:30:00-04:00,11617.7099609375
2022-06-29 13:30:00-04:00,11671.140625
2022-06-29 14:30:00-04:00,11683.55859375
2022-06-29 15:30:00-04:00,11659.1875
2022-06-30 09:30:00-04:00,11358.359375
2022-06-30 10:30:00-04:00,11548.890625
2022-06-30 11:30:00-04:00,11619.3544921875
2022-06-30 12:30:00-04:00,11580.1796875
2022-06-30 13:30:00-04:00,11574.4453125
2022-06-30 14:30:00-04:00,11521.234375
2022-06-30 15:30:00-04:00,11507.521484375
2022-07-01 09:30:00-04:00,11420.0712890625
2022-07-01 10:30:00-04:00,11453.1318359375
2022-07-01 11:30:00-04:00,11459.2763671875
2022-07-01 12:30:00-04:00,11446.357421875
2022-07-01 13:30:00-04:00,11516.6015625
2022-07-01 14:30:00-04:00,11545.5478515625
2022-07-01 15:30:00-04:00,11588.544921875
2022-07-05 09:30:00-04:00,11471.6708984375
2022-07-05 10:30:00-04:00,11466.6728515625
2022-07-05 11:30:00-04:00,11604.4931640625
2022-07-05 12:30:00-04:00,11637.3984375
2022-07-05 13:30:00-04:00,11684.23046875
2022-07-05 14:30:00-04:00,11763.470703125
2022-07-05 15:30:00-04:00,11780.9814453125
2022-07-06 09:30:00-04:00,11786.1240234375
2022-07-06 10:30:00-04:00,11764.76171875
2022-07-06 11:30:00-04:00,11778.1572265625
2022-07-06 12:30:00-04:00,11808.1689453125
2022-07-06 13:30:00-04:00,11842.935546875
2022-07-06 14:30:00-04:00,11925.53515625
2022-07-06 15:30:00-04:00,11852.6767578125
2022-07-07 09:30:00-04:00,12003.037109375
2022-07-07 10:30:00-04:00,12009.439453125
2022-07-07 11:30:00-04:00,12062.5546875
2022-07-07 12:30:00-04:00,12057.529296875
2022-07-07 13:30:00-04:00,12114.099609375
2022-07-07 14:30:00-04:00,12113.40234375
2022-07-07 15:30:00-04:00,12104.1845703125
2022-07-08 09:30:00-04:00,12085.7880859375
2022-07-08 10:30:00-04:00,12173.6201171875
2022-07-08 11:30:00-04:00,12062.185546875
2022-07-08 12:30:00-04:00,12087.6298828125
2022-07-08 13:30:00-04:00,12135.9921875
2022-07-08 14:30:00-04:00,12124.3916015625
2022-07-08 15:30:00-04:00,12124.3671875
2022-07-11 09:30:00-04:00,11884.9501953125
2022-07-11 10:30:00-04:00,11910.103515625
2022-07-11 11:30:00-04:00,11900.611328125
2022-07-11 12:30:00-04:00,11950.970703125
2022-07-11 13:30:00-04:00,11918.701171875
2022-07-11 14:30:00-04:00,11870.5361328125
2022-07-11 15:30:00-04:00,11860.0859375
2022-07-12 09:30:00-04:00,11807.7880859375
2022-07-12 10:30:00-04:00,11889.3955078125
2022-07-12 11:30:00-04:00,11875.5205078125
2022-07-12 12:30:00-04:00,11851.1064453125
2022-07-12 13:30:00-04:00,11847.6279296875
2022-07-12 14:30:00-04:00,11722.1826171875
2022-07-12 15:30:00-04:00,11746.9609375
2022-07-13 09:30:00-04:00,11635.369140625
2022-07-13 10:30:00-04:00,11717.1015625
2022-07-13 11:30:00-04:00,11744.509765625
2022-07-13 12:30:00-04:00,11783.591796875
2022-07-13 13:30:00-04:00,11775.205078125
2022-07-13 14:30:00-04:00,11761.82421875
2022-07-13 15:30:00-04:00,11726.796875
2022-07-14 09:30:00-04:00,11528.966796875
2022-07-14 10:30:00-04:00,11624.490234375
2022-07-14 11:30:00-04:00,11626.2333984375
2022-07-14 12:30:00-04:00,11679.4716796875
2022-07-14 13:30:00-04:00,11771.16796875
2022-07-14 14:30:00-04:00,11791.814453125
2022-07-14 15:30:00-04:00,11766.2294921875
2022-07-15 09:30:00-04:00,11941.9267578125
2022-07-15 10:30:00-04:00,11948.5380859375
2022-07-15 11:30:00-04:00,11925.658203125
2022-07-15 12:30:00-04:00,11947.11328125
2022-07-15 13:30:00-04:00,11947.5419921875
2022-07-15 14:30:00-04:00,11949.001953125
2022-07-15 15:30:00-04:00,11984.146484375
2022-07-18 09:30:00-04:00,12097.4697265625
2022-07-18 10:30:00-04:00,12113.009765625
2022-07-18 11:30:00-04:00,12136.32421875
2022-07-18 12:30:00-04:00,12095.609375
2022-07-18 13:30:00-04:00,11953.73828125
2022-07-18 14:30:00-04:00,11895.3525390625
2022-07-18 15:30:00-04:00,11874.6904296875
2022-07-19 09:30:00-04:00,12056.57421875
2022-07-19 10:30:00-04:00,12138.220703125
2022-07-19 11:30:00-04:00,12156.19140625
2022-07-19 12:30:00-04:00,12170.990234375
2022-07-19 13:30:00-04:00,12204.658203125
2022-07-19 14:30:00-04:00,12230.9833984375
